customer_id,signup_date,region,customer_status,customer_segment,lifetime_value
65,2025-06-26,northeast,active,enterprise,1105.11
66,2023-06-28,south,inactive,standard,4402.39
67,2024-01-27,midwest,active,premium,4177.04
68,2025-12-11,midwest,churned,enterprise,2668.26
69,2025-09-29,midwest,churned,standard,4697.7
70,2022-10-03,midwest,active,standard,3724.96
71,2022-11-15,midwest,inactive,enterprise,1092.62
72,2023-12-04,south,churned,enterprise,4271.92
73,2024-11-01,west,inactive,standard,506.88
74,2024-05-17,midwest,active,standard,1701.1
75,2022-09-25,midwest,active,enterprise,2237.09
76,2025-12-16,west,churned,standard,603.78
77,2025-11-16,south,churned,standard,4181.25
78,2025-04-07,south,inactive,standard,257.05
79,2024-01-17,northeast,inactive,standard,3426.23
80,2025-09-27,northeast,inactive,enterprise,4426.47
81,2024-04-12,south,active,standard,4882.22
82,2022-12-29,west,active,standard,3695.99
83,2023-11-12,west,churned,enterprise,4063.21
84,2023-07-01,south,churned,standard,1943.58
85,2022-03-21,west,active,standard,4092.1
86,2024-07-31,midwest,inactive,standard,1153.47
87,2025-09-13,south,inactive,premium,1429.09
88,2022-05-23,midwest,inactive,enterprise,2571.56
89,2025-10-23,midwest,active,standard,4391.34
90,2023-06-19,south,churned,premium,239.37
91,2025-05-06,west,inactive,enterprise,3942.82
92,2024-06-12,northeast,inactive,enterprise,990.89
93,2022-04-01,west,active,enterprise,4631.6
94,2025-01-07,south,inactive,premium,396.37
95,2025-09-22,midwest,churned,premium,3333.77
96,2022-09-13,midwest,churned,premium,3351.12
97,2023-10-31,west,churned,premium,2794.34
98,2023-01-28,west,churned,premium,3402.72
99,2022-12-23,midwest,inactive,enterprise,4176.94
100,2023-09-15,midwest,active,premium,3939.51
101,2025-05-27,midwest,inactive,premium,2238.69
102,2023-03-14,west,churned,standard,3311.31
103,2023-08-05,midwest,active,standard,3380.34
104,2023-04-06,south,active,standard,278.76
105,2024-08-31,northeast,inactive,premium,4436.38
106,2025-03-24,south,churned,enterprise,1950.69
107,2024-03-29,south,active,enterprise,3453.73
108,2022-08-07,west,active,standard,4030.34
109,2025-11-26,west,active,enterprise,1283.53
110,2022-09-06,west,active,premium,3354.51
111,2025-02-18,midwest,inactive,enterprise,4084.28
112,2024-10-30,west,churned,premium,4491.18
113,2024-08-30,west,inactive,standard,4207.32
114,2023-07-22,west,churned,standard,1409.26
115,2022-06-08,midwest,active,premium,1712.45
116,2025-01-11,northeast,active,standard,1194.74
117,2025-11-22,south,churned,standard,367.93
118,2024-04-14,midwest,churned,premium,2108.08
119,2023-02-28,west,inactive,enterprise,4733.01
120,2022-02-10,west,inactive,standard,4716.57
121,2023-09-04,west,inactive,enterprise,3750.2
122,2025-01-23,south,inactive,standard,1401.03
123,2024-09-21,northeast,inactive,premium,3360.92
124,2024-04-08,south,inactive,standard,4904.57
125,2024-12-29,northeast,inactive,enterprise,2843.74
126,2022-02-25,northeast,churned,premium,721.71
127,2024-08-03,south,active,premium,1926.56
128,2023-03-10,west,inactive,premium,3818.09
129,2024-02-16,midwest,inactive,premium,4182.81
130,2024-08-21,northeast,churned,enterprise,307.82
131,2023-12-18,south,churned,standard,3917.1
132,2025-08-27,northeast,active,standard,1036.84
133,2022-02-11,south,active,standard,2394.13
134,2022-08-23,south,inactive,enterprise,1318.41
135,2024-01-26,south,churned,enterprise,4820.49
136,2022-08-23,south,inactive,standard,2914.49
137,2023-10-01,west,inactive,enterprise,1031.73
138,2025-04-27,south,active,enterprise,3873.78
139,2025-11-02,northeast,churned,standard,1768.66
140,2024-05-27,midwest,active,enterprise,3255.34
141,2022-01-26,west,inactive,standard,2195.94
142,2024-01-12,west,churned,standard,2205.66
143,2024-12-04,midwest,churned,enterprise,3884.48
144,2024-08-10,west,churned,enterprise,1378.56
145,2023-05-18,northeast,inactive,premium,1257.12
146,2024-08-09,west,inactive,standard,2496.82
147,2023-10-28,south,inactive,standard,1806.38
148,2023-06-14,midwest,inactive,enterprise,3520.86
149,2023-07-20,northeast,churned,standard,473.78
150,2024-04-12,west,churned,standard,3468.52
151,2025-08-15,west,inactive,standard,510.61
152,2023-03-30,west,churned,standard,1565.72
153,2025-04-06,midwest,inactive,enterprise,2678.06
154,2024-05-21,midwest,inactive,enterprise,2296.04
155,2023-09-20,midwest,active,standard,3620.36
156,2023-10-09,northeast,churned,enterprise,4756.84
157,2025-11-14,south,active,standard,3706.09
158,2023-07-21,midwest,active,standard,1516.42
159,2024-01-10,south,inactive,standard,3554.69
160,2022-09-17,midwest,active,standard,2789.13
161,2025-11-29,south,churned,premium,557.81
162,2022-01-26,midwest,inactive,premium,2230.32
163,2023-01-13,northeast,inactive,premium,614.73
164,2022-05-14,west,inactive,standard,2906.25
165,2025-11-06,northeast,active,standard,4065.15
166,2023-09-15,northeast,active,standard,2812.46
167,2024-05-02,south,churned,premium,2280.05
168,2024-06-25,midwest,churned,premium,1561.63
169,2025-06-25,northeast,churned,enterprise,541.21
170,2023-03-02,south,inactive,enterprise,451.88
171,2023-05-07,south,churned,standard,824.84
172,2024-04-16,west,churned,enterprise,2376.07
173,2022-03-08,south,inactive,enterprise,1449.46
174,2024-07-18,northeast,churned,standard,4623.36
175,2025-07-04,south,inactive,standard,2745.58
176,2025-08-19,south,inactive,standard,403.48
177,2022-12-06,midwest,churned,enterprise,4129.99
178,2023-08-15,west,active,premium,3458.96
179,2025-12-04,west,inactive,enterprise,2722.91
180,2024-06-15,northeast,churned,standard,4452.64
181,2023-10-23,midwest,active,standard,1183.18
182,2025-10-12,northeast,churned,premium,2902.42
183,2022-12-25,west,churned,enterprise,2239.04
184,2023-07-24,south,churned,premium,3192.18
185,2024-10-04,northeast,inactive,premium,2071.32
186,2023-10-20,northeast,active,premium,2087.64
187,2024-10-11,midwest,churned,premium,4077.15
188,2025-01-31,northeast,inactive,standard,1606.86
189,2023-10-25,northeast,inactive,enterprise,4133.39
190,2022-01-03,west,inactive,standard,978.53
191,2024-01-11,west,churned,premium,3811.95
192,2023-02-21,midwest,churned,standard,4641.98
193,2024-06-16,west,active,standard,4867.08
194,2025-05-31,south,churned,standard,1588.21
195,2022-01-29,west,active,standard,4961.67
196,2022-08-21,west,active,enterprise,4169.11
197,2024-10-17,midwest,churned,enterprise,1403.45
198,2024-09-15,west,active,premium,2778.76
199,2024-02-25,south,churned,enterprise,3744.15
200,2022-10-07,northeast,inactive,premium,1732.38
201,2024-11-05,midwest,active,premium,3643.95
202,2025-04-17,west,active,premium,2715.97
203,2023-12-08,midwest,churned,enterprise,1917.19
204,2023-10-22,south,churned,standard,2880.4
205,2023-04-24,west,active,premium,3736.29
206,2025-12-15,west,inactive,enterprise,3972.35
207,2025-08-28,south,inactive,standard,674.92
208,2025-04-23,midwest,active,premium,543.57
209,2024-07-24,northeast,churned,standard,2079.39
210,2025-09-02,south,active,premium,3918.55
211,2023-06-27,midwest,churned,enterprise,2017.54
212,2022-06-14,midwest,churned,enterprise,1931.05
213,2023-10-11,west,churned,standard,3106.42
214,2023-04-26,midwest,active,enterprise,497.38
215,2022-07-21,northeast,inactive,standard,3485.31
216,2022-03-01,northeast,inactive,standard,1502.17
217,2024-02-07,west,active,standard,2679.27
218,2025-03-05,south,active,standard,440.89
219,2024-02-23,south,inactive,enterprise,758.43
220,2024-08-02,midwest,inactive,premium,3350.86
221,2024-08-10,midwest,churned,enterprise,831.98
222,2024-06-23,midwest,churned,premium,3212.75
223,2024-05-18,midwest,inactive,premium,1036.12
224,2024-02-27,west,active,standard,1937.75
225,2024-01-06,midwest,churned,premium,158.6
226,2025-09-10,west,inactive,standard,2851.35
227,2025-11-05,northeast,churned,enterprise,2508.8
228,2023-08-10,south,churned,premium,1134.07
229,2023-01-25,midwest,churned,enterprise,3848.98
230,2025-10-26,south,churned,standard,4521.85
231,2025-08-16,northeast,inactive,premium,215.15
232,2024-01-18,south,active,premium,1667.26
233,2024-04-30,south,active,standard,3943.24
234,2024-01-20,midwest,active,premium,4574.54
235,2024-09-13,midwest,churned,premium,4030.95
236,2024-08-17,northeast,active,standard,4307.7
237,2025-10-13,west,churned,premium,497.0
238,2024-03-19,northeast,inactive,enterprise,661.76
239,2024-01-25,midwest,churned,premium,4120.97
240,2024-01-31,northeast,churned,standard,2383.81
241,2025-06-22,midwest,churned,standard,3255.88
242,2025-07-25,west,churned,premium,3263.74
243,2022-08-27,south,active,standard,1556.6
244,2024-10-05,northeast,active,standard,4441.93
245,2022-10-05,west,inactive,premium,3368.91
246,2025-11-27,west,churned,enterprise,3646.67
247,2024-04-29,northeast,inactive,enterprise,2070.17
248,2023-07-27,northeast,churned,premium,1125.48
249,2024-06-29,south,inactive,standard,4905.59
250,2024-01-23,midwest,active,premium,1415.61
251,2022-09-08,west,active,enterprise,1099.92
252,2025-08-02,northeast,active,premium,1255.67
253,2022-09-15,south,active,enterprise,1075.43
254,2023-03-19,south,inactive,standard,3953.79
255,2025-05-05,northeast,inactive,standard,4938.26
256,2025-01-11,midwest,active,standard,3322.24
257,2022-02-22,south,active,premium,3960.42
258,2023-05-03,midwest,active,standard,1363.57
259,2022-09-17,west,churned,standard,3741.04
260,2024-09-02,west,inactive,enterprise,2988.65
261,2024-07-14,south,churned,standard,3649.85
262,2025-09-11,midwest,inactive,enterprise,4821.93
263,2022-05-05,west,inactive,premium,3446.18
264,2024-10-01,west,active,standard,1644.45
265,2022-10-31,northeast,active,premium,3140.37
266,2025-04-13,midwest,inactive,enterprise,2676.26
267,2024-07-18,west,active,enterprise,616.35
268,2025-09-02,south,inactive,premium,4446.05
269,2024-04-27,midwest,inactive,premium,2109.15
270,2022-07-14,midwest,inactive,premium,3342.28
271,2024-02-06,south,churned,premium,382.31
272,2022-06-24,northeast,inactive,standard,3735.72
273,2024-02-03,south,churned,standard,2953.0
274,2025-02-24,midwest,churned,standard,2083.5
275,2025-09-24,west,churned,standard,4843.57
276,2025-05-14,midwest,inactive,standard,2910.7
277,2023-03-12,south,churned,premium,1160.01
278,2022-08-10,midwest,churned,premium,618.68
279,2023-07-25,south,inactive,enterprise,4874.01
280,2025-06-27,northeast,churned,enterprise,4155.83
281,2023-07-02,northeast,active,premium,3528.36
282,2023-09-25,midwest,inactive,standard,947.96
283,2022-10-21,west,active,standard,3717.8
284,2022-03-04,northeast,churned,enterprise,1114.91
285,2024-05-09,west,inactive,standard,1881.76
286,2023-10-27,northeast,active,standard,829.18
287,2025-06-19,northeast,churned,standard,1396.91
288,2025-09-17,west,inactive,enterprise,2238.12
289,2023-07-14,south,churned,standard,1758.61
290,2022-08-16,midwest,churned,enterprise,2986.01
291,2024-12-15,midwest,active,standard,2006.55
292,2025-05-12,northeast,active,standard,1542.03
293,2023-03-09,south,inactive,premium,1674.21
294,2022-01-16,west,churned,premium,919.69
295,2024-02-18,south,churned,enterprise,4175.1
296,2023-12-27,northeast,inactive,enterprise,259.4
297,2022-02-08,west,active,premium,2900.01
298,2025-03-20,west,churned,enterprise,2117.59
299,2022-08-24,west,active,premium,900.77
300,2025-06-19,west,churned,premium,486.24
301,2022-08-05,south,inactive,enterprise,2032.23
302,2022-06-11,west,inactive,enterprise,1730.59
303,2023-11-14,south,active,enterprise,3184.46
304,2024-12-22,south,inactive,premium,3650.53
305,2025-08-14,south,active,standard,774.9
306,2023-02-09,south,churned,standard,3813.07
307,2025-09-04,northeast,active,enterprise,2495.88
308,2025-02-28,west,churned,enterprise,3232.81
309,2025-07-03,midwest,churned,premium,797.24
310,2022-05-20,west,inactive,enterprise,1548.96
311,2023-07-17,northeast,inactive,enterprise,417.24
312,2024-08-03,west,active,standard,1875.25
313,2023-08-11,northeast,churned,standard,3094.29
314,2024-11-04,west,inactive,enterprise,2793.87
315,2022-03-26,west,churned,enterprise,981.79
316,2025-05-24,west,churned,standard,4790.73
317,2024-07-11,northeast,inactive,enterprise,467.43
318,2025-08-16,south,active,standard,3552.73
319,2024-06-18,south,inactive,premium,4593.79
320,2024-03-04,west,inactive,enterprise,3009.54
321,2025-07-16,midwest,active,premium,517.8
322,2025-10-21,west,inactive,premium,3632.48
323,2025-09-06,south,inactive,standard,2934.56
324,2022-10-17,midwest,inactive,enterprise,3507.48
325,2024-03-13,south,churned,enterprise,4693.11
326,2023-09-27,west,churned,premium,4075.26
327,2025-10-04,northeast,churned,enterprise,2145.86
328,2024-01-12,northeast,inactive,premium,942.3
329,2023-03-15,midwest,inactive,standard,1171.39
330,2022-10-09,south,active,premium,4229.92
331,2022-07-27,northeast,churned,premium,4388.14
332,2025-06-19,south,churned,premium,813.55
333,2023-01-06,south,churned,premium,266.28
334,2024-01-17,south,inactive,enterprise,1460.39
335,2024-07-08,south,churned,standard,1581.87
336,2024-08-18,south,inactive,enterprise,4738.29
337,2024-06-21,west,inactive,premium,2539.39
338,2024-05-07,south,active,enterprise,735.07
339,2023-05-28,northeast,churned,premium,4376.88
340,2025-02-09,northeast,churned,enterprise,4263.27
341,2023-08-07,northeast,active,premium,2274.13
342,2024-11-17,south,inactive,standard,4734.75
343,2023-03-31,west,inactive,standard,2103.74
344,2024-03-22,midwest,active,premium,4972.9
345,2024-02-07,south,active,premium,4657.59
346,2025-08-24,midwest,active,standard,239.6
347,2024-08-25,south,churned,premium,2270.58
348,2022-01-11,northeast,active,premium,1117.49
349,2022-11-03,west,active,premium,1226.32
350,2022-09-07,northeast,active,premium,3212.81
351,2025-06-29,west,active,standard,4191.6
352,2024-10-20,northeast,churned,enterprise,2896.48
353,2022-10-22,midwest,inactive,standard,3093.31
354,2023-05-08,west,active,enterprise,3357.66
355,2024-12-08,midwest,active,enterprise,2743.21
356,2024-11-05,northeast,inactive,premium,265.5
357,2024-03-03,midwest,inactive,enterprise,130.4
358,2022-05-19,midwest,active,enterprise,3302.67
359,2022-08-01,midwest,active,standard,1793.88
360,2023-11-25,south,churned,premium,4905.05
361,2024-09-07,south,active,standard,3594.42
362,2024-07-26,northeast,inactive,standard,266.84
363,2023-02-13,northeast,inactive,premium,2601.15
364,2025-01-17,west,inactive,standard,3778.79
365,2023-01-27,midwest,inactive,standard,4335.7
366,2023-11-11,midwest,active,premium,2212.91
367,2024-03-30,west,inactive,premium,4869.93
368,2024-10-13,west,inactive,enterprise,1370.27
369,2022-06-19,west,active,premium,3032.14
370,2023-01-05,midwest,inactive,standard,446.34
371,2025-09-15,midwest,inactive,premium,3032.98
372,2024-05-22,south,churned,premium,1790.16
373,2022-03-28,midwest,churned,premium,1409.05
374,2022-04-28,northeast,churned,enterprise,2060.74
375,2024-11-16,south,active,standard,4250.91
376,2025-10-20,west,active,standard,382.81
377,2025-08-14,midwest,inactive,premium,4749.86
378,2022-03-08,south,churned,premium,4746.68
379,2024-02-01,west,active,enterprise,731.59
380,2024-01-22,west,inactive,enterprise,1429.51
381,2022-08-21,northeast,churned,standard,2520.27
382,2024-03-03,northeast,inactive,premium,3534.99
383,2023-03-16,midwest,churned,premium,1040.88
384,2022-10-05,northeast,inactive,standard,4498.46
385,2024-06-30,northeast,churned,premium,3355.81
386,2025-12-24,northeast,churned,enterprise,1487.29
387,2023-09-07,south,churned,enterprise,4640.26
388,2025-07-30,south,inactive,enterprise,1160.0
389,2023-02-16,south,active,premium,180.11
390,2025-02-08,midwest,inactive,enterprise,692.37
391,2022-06-26,northeast,inactive,premium,4998.0
392,2024-09-07,west,inactive,enterprise,415.07
393,2023-10-12,northeast,inactive,premium,3416.54
394,2023-12-07,south,churned,enterprise,2959.54
395,2022-09-22,west,churned,standard,4165.38
396,2024-11-27,south,inactive,standard,851.74
397,2025-12-23,south,inactive,enterprise,4479.88
398,2022-06-11,midwest,active,enterprise,4783.94
399,2023-07-17,south,churned,premium,3091.42
400,2022-07-11,south,churned,enterprise,813.26
401,2025-09-11,midwest,churned,standard,4134.92
402,2022-02-28,northeast,active,enterprise,3866.56
403,2023-06-27,south,churned,premium,3109.64
404,2022-03-04,west,churned,enterprise,1483.87
405,2023-09-11,west,active,enterprise,2060.16
406,2024-07-17,northeast,churned,standard,832.5
407,2024-05-01,west,inactive,standard,1733.95
408,2022-10-22,midwest,churned,premium,3684.29
409,2023-12-09,west,active,premium,2599.15
410,2022-08-06,midwest,active,premium,656.48
411,2024-07-09,south,active,standard,300.5
412,2024-02-26,west,active,standard,4076.72
413,2025-03-29,midwest,active,standard,2516.41
414,2024-11-20,west,inactive,premium,2511.98
415,2022-07-04,west,churned,premium,4835.1
416,2023-03-17,midwest,active,standard,1442.71
417,2025-05-08,west,inactive,enterprise,90.48
418,2022-08-09,west,active,premium,3651.16
419,2024-04-05,midwest,active,premium,303.23
420,2025-02-24,south,inactive,enterprise,1478.58
421,2024-03-02,west,churned,premium,4135.29
422,2025-06-30,northeast,active,standard,1999.82
423,2023-11-26,midwest,active,standard,3032.19
424,2024-04-02,northeast,active,standard,728.33
425,2023-11-14,west,churned,premium,787.26
426,2024-11-21,south,inactive,enterprise,1626.72
427,2024-03-15,midwest,churned,premium,2561.21
428,2024-11-09,west,churned,enterprise,1533.96
429,2022-02-04,midwest,inactive,enterprise,592.54
430,2024-05-03,midwest,churned,enterprise,3164.84
431,2025-05-07,west,inactive,enterprise,3925.37
432,2025-03-30,south,churned,standard,2938.44
433,2022-12-16,west,active,enterprise,1248.87
434,2025-03-18,northeast,active,standard,2233.14
435,2024-05-07,south,inactive,enterprise,1059.26
436,2024-10-24,west,churned,enterprise,358.29
437,2022-10-10,south,churned,premium,4990.71
438,2024-09-06,west,inactive,standard,2325.33
439,2024-12-27,midwest,churned,premium,3395.55
440,2025-10-26,midwest,churned,premium,1001.71
441,2023-05-20,midwest,churned,premium,1163.09
442,2023-09-02,midwest,churned,standard,3466.69
443,2024-09-28,midwest,inactive,premium,2824.41
444,2023-07-15,midwest,active,enterprise,3399.28
445,2024-02-17,west,inactive,standard,1487.74
446,2023-08-13,northeast,inactive,premium,3297.06
447,2024-09-08,south,active,enterprise,1392.11
448,2025-02-25,midwest,active,standard,3097.6
449,2025-04-16,south,active,standard,3365.68
450,2024-12-23,south,churned,standard,309.83
451,2024-04-26,midwest,churned,premium,547.7
452,2022-10-09,northeast,churned,standard,2064.19
453,2024-09-01,west,churned,standard,3791.76
454,2023-08-12,midwest,inactive,enterprise,342.85
455,2022-07-03,south,churned,enterprise,3629.43
456,2022-03-18,south,inactive,standard,4672.92
457,2022-03-16,west,inactive,standard,4686.21
458,2023-08-16,northeast,active,premium,2861.41
459,2022-08-08,midwest,inactive,premium,4946.04
460,2025-01-17,west,active,enterprise,2366.7
461,2023-01-30,northeast,inactive,standard,3669.04
462,2025-08-20,midwest,churned,standard,119.72
463,2023-11-22,midwest,churned,enterprise,3798.55
464,2022-12-26,west,inactive,enterprise,1673.24
465,2024-03-31,northeast,active,standard,2413.4
466,2023-05-24,northeast,inactive,premium,1215.83
467,2023-07-01,midwest,inactive,enterprise,3628.27
468,2022-01-24,midwest,churned,premium,3479.2
469,2022-05-08,northeast,inactive,premium,840.6
470,2025-11-06,midwest,churned,standard,3211.62
471,2023-08-28,midwest,churned,standard,1134.69
472,2022-10-01,west,active,premium,3751.29
473,2025-05-25,midwest,inactive,enterprise,2768.71
474,2024-08-22,south,active,enterprise,3785.96
475,2022-06-17,west,churned,enterprise,1840.84
476,2025-03-01,northeast,active,enterprise,4519.3
477,2023-02-19,south,active,premium,4279.71
478,2024-06-23,northeast,churned,standard,3598.74
479,2024-09-28,northeast,churned,premium,4053.03
480,2024-07-17,south,churned,premium,2311.15
481,2022-04-29,west,churned,premium,3630.24
482,2024-03-21,midwest,active,enterprise,1128.61
483,2022-05-30,northeast,inactive,premium,3516.91
484,2025-01-13,northeast,active,premium,207.09
485,2024-04-17,south,active,enterprise,4892.75
486,2025-08-15,west,inactive,premium,2270.26
487,2024-02-13,west,active,enterprise,4822.51
488,2025-01-09,south,churned,premium,637.23
489,2025-01-05,west,churned,standard,3652.9
490,2023-04-02,northeast,active,premium,2341.87
491,2025-01-20,west,churned,premium,4125.63
492,2023-05-22,west,inactive,standard,1414.47
493,2022-08-20,northeast,churned,premium,3093.87
494,2022-02-02,south,active,standard,549.44
495,2022-03-10,west,churned,enterprise,3531.27
496,2022-04-10,south,churned,standard,2041.21
497,2023-04-25,south,active,standard,2544.28
498,2023-08-16,south,churned,enterprise,1628.57
499,2025-05-09,midwest,active,premium,4387.48
500,2025-09-14,south,inactive,premium,1412.01
501,2025-02-14,south,churned,enterprise,2164.64
502,2024-10-12,northeast,inactive,enterprise,3373.15
503,2024-12-10,midwest,churned,premium,2070.88
504,2023-09-07,west,active,enterprise,2393.92
505,2023-04-07,midwest,churned,standard,4038.59
506,2022-04-29,west,inactive,enterprise,2673.46
507,2024-03-06,south,inactive,standard,1684.8
508,2022-06-11,west,inactive,standard,2701.4
509,2023-01-26,northeast,inactive,premium,3384.68
510,2025-05-19,northeast,active,standard,4033.02
511,2025-04-18,south,inactive,standard,4353.9
512,2023-11-13,midwest,active,standard,4688.94
513,2022-08-29,west,active,enterprise,3041.79
514,2023-02-23,west,active,enterprise,1641.99
515,2023-08-03,west,inactive,enterprise,3261.17
516,2023-09-24,midwest,inactive,enterprise,4419.92
517,2024-08-12,northeast,churned,premium,3820.06
518,2023-10-18,south,inactive,premium,2098.95
519,2025-02-26,south,churned,standard,130.29
520,2025-02-07,west,inactive,standard,1021.15
521,2023-04-17,west,churned,standard,2521.54
522,2025-09-02,midwest,inactive,premium,4834.22
523,2025-08-07,west,inactive,standard,3677.22
524,2023-12-23,south,active,enterprise,2755.4
525,2023-01-12,northeast,churned,standard,4203.39
526,2022-06-02,northeast,active,premium,730.58
527,2025-07-15,south,active,enterprise,797.6
528,2023-03-24,west,inactive,standard,3108.28
529,2025-09-27,west,churned,premium,127.87
530,2024-12-25,west,active,standard,2670.62
531,2023-07-17,midwest,active,enterprise,4075.13
532,2025-10-12,west,active,standard,4594.34
533,2024-12-09,south,active,standard,3117.92
534,2023-06-01,midwest,inactive,premium,441.15
535,2024-04-11,west,churned,standard,4951.65
536,2023-04-08,midwest,churned,standard,3285.99
537,2025-08-23,northeast,active,premium,1927.36
538,2025-02-05,west,active,enterprise,96.78
539,2022-12-17,northeast,inactive,premium,3242.29
540,2023-11-10,northeast,churned,standard,1187.34
541,2025-11-18,west,inactive,standard,4624.59
542,2025-11-02,midwest,churned,enterprise,3307.64
543,2023-01-03,midwest,active,standard,2955.83
544,2025-12-30,west,active,premium,854.13
545,2023-05-08,west,churned,enterprise,1692.06
546,2022-10-14,northeast,churned,enterprise,4872.9
547,2022-04-20,northeast,inactive,standard,4201.44
548,2023-11-29,west,inactive,standard,3188.91
549,2024-07-11,west,active,premium,2787.54
550,2024-02-08,west,active,enterprise,2950.08
551,2024-02-18,northeast,churned,premium,4000.37
552,2022-05-31,northeast,inactive,standard,1931.0
553,2025-07-22,south,churned,premium,1617.56
554,2022-08-07,northeast,active,premium,2251.44
555,2023-07-07,northeast,active,standard,977.59
556,2024-07-08,west,active,standard,493.61
557,2025-02-09,northeast,churned,enterprise,3932.97
558,2024-02-28,northeast,inactive,premium,1969.61
559,2022-06-23,south,churned,enterprise,889.44
560,2024-02-19,south,active,premium,1540.6
561,2024-10-06,south,active,standard,2201.65
562,2024-05-12,midwest,inactive,standard,1837.57
563,2023-05-21,west,churned,enterprise,1017.96
564,2022-08-08,south,inactive,standard,4746.68
565,2023-11-12,west,inactive,premium,1706.94
566,2025-08-26,south,inactive,premium,3035.9
567,2025-11-24,south,inactive,premium,929.3
568,2024-03-26,midwest,inactive,enterprise,3490.04
569,2024-10-02,south,inactive,premium,1437.49
570,2024-03-15,midwest,active,enterprise,1039.01
571,2025-01-22,south,churned,enterprise,183.23
572,2024-08-03,south,inactive,premium,4164.84
573,2022-05-22,west,churned,premium,738.94
574,2023-09-13,south,inactive,enterprise,813.01
575,2024-05-16,west,active,premium,4953.97
576,2024-09-08,west,churned,enterprise,4621.3
577,2025-11-17,west,churned,standard,3964.07
578,2024-01-07,northeast,active,standard,3305.13
579,2023-12-29,south,churned,enterprise,269.27
580,2025-08-14,west,inactive,premium,574.43
581,2022-07-21,midwest,active,enterprise,3746.92
582,2025-02-16,south,inactive,premium,1986.11
583,2025-10-23,south,inactive,standard,2439.72
584,2023-08-29,west,active,standard,4165.02
585,2022-10-18,midwest,inactive,premium,2303.9
586,2023-02-28,west,inactive,premium,533.23
587,2025-11-27,west,inactive,standard,1536.31
588,2025-12-26,northeast,active,premium,3257.45
589,2025-10-18,south,churned,standard,2604.17
590,2025-02-04,south,inactive,enterprise,2160.53
591,2024-08-04,south,inactive,enterprise,963.04
592,2025-08-04,west,inactive,standard,3700.07
593,2023-02-09,west,churned,premium,1974.74
594,2025-12-14,south,active,premium,3774.01
595,2022-05-09,northeast,churned,standard,1860.68
596,2023-02-08,west,active,premium,3369.97
597,2024-09-29,midwest,churned,premium,3075.98
598,2025-04-17,northeast,inactive,premium,4235.31
599,2025-06-18,south,churned,enterprise,4013.04
600,2025-06-12,northeast,churned,standard,1600.27
601,2023-05-04,midwest,active,standard,1897.87
602,2022-10-17,west,inactive,enterprise,732.44
