order_id,customer_id,order_date,channel,region,product,quantity,unit_price,revenue,status
100138,1683,2026-02-13,web,west,basic,2,19.99,39.98,completed
100139,1725,2026-01-29,phone,midwest,premium,4,79.99,319.96,completed
100140,1546,2026-02-28,phone,midwest,basic,4,49.99,199.96,completed
100141,1738,2026-03-12,web,south,premium,3,79.99,239.97,completed
100142,1612,2026-04-02,web,south,premium,2,29.99,59.98,completed
100143,1461,2026-01-09,store,northeast,premium,2,19.99,39.98,completed
100144,1642,2026-05-07,store,midwest,basic,4,79.99,319.96,completed
100145,1768,2026-05-14,web,west,basic,1,79.99,79.99,refunded
100146,1004,2026-06-06,store,midwest,basic,3,29.99,89.97,completed
100147,1217,2026-05-25,store,west,premium,1,19.99,19.99,completed
100148,1502,2026-05-24,web,west,basic,4,79.99,319.96,completed
100149,1766,2026-05-11,phone,midwest,basic,3,49.99,149.97,completed
100150,1397,2026-01-21,web,west,basic,1,79.99,79.99,completed
100151,1794,2026-03-05,web,northeast,basic,1,79.99,79.99,completed
100152,1392,2026-03-31,phone,south,basic,1,79.99,79.99,completed
100153,1206,2026-02-05,store,west,basic,3,79.99,239.97,completed
100154,1014,2026-03-03,phone,midwest,basic,1,19.99,19.99,completed
100155,1553,2026-06-19,web,south,basic,2,79.99,159.98,cancelled
100156,1460,2026-03-17,web,northeast,basic,4,29.99,119.96,completed
100157,1690,2026-06-19,web,west,premium,3,79.99,239.97,completed
100158,1574,2026-01-13,web,west,basic,2,49.99,99.98,refunded
100159,1742,2026-01-11,web,south,basic,1,49.99,49.99,completed
100160,1240,2026-02-23,phone,west,basic,4,79.99,319.96,cancelled
100161,1563,2026-01-16,web,midwest,basic,1,79.99,79.99,completed
100162,1095,2026-01-08,phone,south,basic,2,29.99,59.98,completed
100163,1733,2026-04-14,web,south,premium,1,29.99,29.99,completed
100164,1484,2026-02-28,phone,west,enterprise,3,19.99,59.97,completed
100165,1406,2026-02-26,web,northeast,basic,2,19.99,39.98,completed
100166,1230,2026-02-09,web,northeast,premium,3,49.99,149.97,cancelled
100167,1748,2026-05-10,web,northeast,basic,4,79.99,319.96,cancelled
100168,1654,2026-04-04,web,northeast,basic,3,79.99,239.97,completed
100169,1170,2026-05-18,store,south,enterprise,3,29.99,89.97,completed
100170,1540,2026-02-13,web,south,premium,1,29.99,29.99,completed
100171,1035,2026-05-19,phone,west,enterprise,1,19.99,19.99,completed
100172,1524,2026-03-21,store,northeast,basic,2,19.99,39.98,completed
100173,1159,2026-03-22,phone,northeast,basic,4,49.99,199.96,completed
100174,1698,2026-01-02,web,west,premium,2,29.99,59.98,completed
100175,1242,2026-06-27,store,west,premium,4,79.99,319.96,completed
100176,1085,2026-05-20,web,west,basic,4,29.99,119.96,completed
100177,1795,2026-04-25,web,midwest,enterprise,3,29.99,89.97,completed
100178,1577,2026-03-31,store,west,premium,1,29.99,29.99,completed
100179,1681,2026-01-23,phone,west,basic,4,19.99,79.96,cancelled
100180,1556,2026-05-26,web,midwest,premium,1,79.99,79.99,completed
100181,1573,2026-03-03,web,northeast,premium,4,79.99,319.96,completed
100182,1645,2026-04-23,web,south,basic,1,19.99,19.99,completed
100183,1795,2026-05-08,web,northeast,enterprise,2,19.99,39.98,completed
100184,1027,2026-03-03,web,south,basic,1,79.99,79.99,cancelled
100185,1619,2026-02-07,store,south,basic,3,49.99,149.97,completed
100186,1555,2026-06-15,store,west,enterprise,4,29.99,119.96,cancelled
100187,1339,2026-03-02,store,west,enterprise,3,79.99,239.97,completed
100188,1797,2026-05-09,web,midwest,premium,4,19.99,79.96,completed
100189,1330,2026-06-22,phone,northeast,enterprise,3,79.99,239.97,completed
100190,1639,2026-06-05,store,northeast,premium,4,29.99,119.96,completed
100191,1505,2026-05-29,store,south,enterprise,1,79.99,79.99,completed
100192,1347,2026-05-02,web,west,basic,4,19.99,79.96,completed
100193,1472,2026-04-20,web,west,premium,3,49.99,149.97,completed
100194,1230,2026-01-13,web,northeast,premium,3,19.99,59.97,completed
100195,1189,2026-06-04,phone,midwest,basic,4,49.99,199.96,completed
100196,1224,2026-04-10,phone,west,premium,4,29.99,119.96,completed
100197,1384,2026-05-15,store,midwest,premium,2,19.99,39.98,completed
100198,1376,2026-01-22,web,northeast,premium,2,79.99,159.98,completed
100199,1282,2026-03-15,web,northeast,basic,1,19.99,19.99,completed
100200,1632,2026-06-30,web,midwest,premium,1,19.99,19.99,completed
100201,1627,2026-05-12,web,west,basic,1,29.99,29.99,completed
100202,1744,2026-01-23,web,northeast,basic,1,49.99,49.99,completed
100203,1258,2026-04-29,phone,south,enterprise,1,49.99,49.99,completed
100204,1358,2026-03-11,web,northeast,premium,4,79.99,319.96,completed
100205,1709,2026-03-25,phone,west,basic,2,19.99,39.98,completed
100206,1455,2026-04-11,web,south,basic,4,29.99,119.96,refunded
100207,1410,2026-03-25,web,northeast,premium,2,49.99,99.98,cancelled
100208,1648,2026-06-10,web,west,enterprise,2,79.99,159.98,completed
100209,1317,2026-01-28,store,west,enterprise,3,49.99,149.97,completed
100210,1676,2026-05-16,web,northeast,premium,3,79.99,239.97,completed
100211,1224,2026-01-01,store,west,basic,2,49.99,99.98,completed
100212,1233,2026-06-14,web,midwest,basic,4,79.99,319.96,completed
100213,1683,2026-03-04,store,south,basic,2,49.99,99.98,completed
100214,1663,2026-01-22,store,midwest,basic,1,49.99,49.99,cancelled
100215,1373,2026-03-11,web,northeast,basic,4,19.99,79.96,completed
100216,1671,2026-05-05,phone,midwest,basic,4,79.99,319.96,completed
100217,1607,2026-05-29,web,northeast,premium,2,79.99,159.98,completed
100218,1471,2026-04-06,store,northeast,basic,1,19.99,19.99,completed
100219,1232,2026-06-12,web,west,premium,2,19.99,39.98,completed
100220,1691,2026-03-20,web,west,enterprise,1,49.99,49.99,completed
100221,1112,2026-01-05,phone,northeast,premium,4,49.99,199.96,completed
100222,1496,2026-03-01,store,south,premium,2,49.99,99.98,completed
100223,1441,2026-04-30,web,south,premium,1,19.99,19.99,completed
100224,1563,2026-02-15,phone,south,basic,3,49.99,149.97,completed
100225,1267,2026-06-27,web,midwest,basic,4,19.99,79.96,completed
100226,1509,2026-06-25,web,northeast,basic,4,49.99,199.96,completed
100227,1385,2026-05-14,phone,west,basic,3,19.99,59.97,cancelled
100228,1386,2026-02-25,web,midwest,premium,1,79.99,79.99,completed
100229,1112,2026-04-20,web,midwest,enterprise,4,29.99,119.96,completed
100230,1612,2026-06-06,store,west,enterprise,1,49.99,49.99,completed
100231,1624,2026-04-14,web,northeast,basic,3,49.99,149.97,completed
100232,1080,2026-03-18,phone,midwest,enterprise,2,19.99,39.98,completed
100233,1698,2026-05-26,web,northeast,basic,4,79.99,319.96,completed
100234,1112,2026-01-02,web,northeast,premium,4,79.99,319.96,cancelled
100235,1001,2026-01-08,web,northeast,basic,1,49.99,49.99,refunded
100236,1641,2026-03-16,phone,west,basic,4,19.99,79.96,completed
100237,1219,2026-05-05,phone,northeast,basic,2,19.99,39.98,refunded
100238,1565,2026-02-07,web,midwest,enterprise,3,29.99,89.97,cancelled
100239,1735,2026-06-25,web,west,basic,4,79.99,319.96,completed
100240,1224,2026-01-27,store,west,basic,3,29.99,89.97,completed
100241,1384,2026-01-20,web,midwest,enterprise,1,79.99,79.99,completed
100242,1402,2026-05-20,store,west,enterprise,2,49.99,99.98,completed
100243,1637,2026-02-12,web,midwest,basic,4,49.99,199.96,completed
100244,1129,2026-01-31,phone,south,premium,3,19.99,59.97,completed
100245,1052,2026-04-01,web,midwest,basic,2,19.99,39.98,completed
100246,1683,2026-03-02,store,west,basic,3,19.99,59.97,cancelled
100247,1729,2026-04-19,phone,midwest,basic,1,79.99,79.99,completed
100248,1671,2026-04-01,web,south,basic,2,19.99,39.98,completed
100249,1709,2026-06-12,web,northeast,premium,2,49.99,99.98,completed
100250,1415,2026-04-05,phone,northeast,premium,1,29.99,29.99,completed
100251,1246,2026-05-23,phone,northeast,basic,1,49.99,49.99,completed
100252,1438,2026-05-24,web,west,premium,4,49.99,199.96,completed
100253,1202,2026-01-13,web,south,premium,1,49.99,49.99,completed
100254,1183,2026-04-23,store,midwest,basic,1,29.99,29.99,completed
100255,1122,2026-02-04,web,midwest,basic,3,49.99,149.97,completed
100256,1400,2026-05-29,phone,midwest,premium,2,79.99,159.98,completed
100257,1766,2026-06-07,web,midwest,premium,3,79.99,239.97,completed
100258,1293,2026-02-17,store,west,premium,1,29.99,29.99,completed
100259,1279,2026-02-04,store,west,premium,4,79.99,319.96,cancelled
100260,1609,2026-03-27,store,south,basic,3,19.99,59.97,completed
100261,1197,2026-06-15,web,midwest,premium,3,79.99,239.97,completed
100262,1510,2026-06-08,store,northeast,basic,2,49.99,99.98,completed
100263,1751,2026-06-01,web,west,enterprise,2,79.99,159.98,completed
100264,1143,2026-04-24,phone,south,premium,2,19.99,39.98,completed
100265,1608,2026-06-26,web,south,basic,4,19.99,79.96,completed
100266,1200,2026-04-10,web,west,basic,4,19.99,79.96,completed
100267,1123,2026-06-09,store,northeast,premium,1,49.99,49.99,completed
100268,1186,2026-04-09,web,northeast,basic,1,19.99,19.99,completed
100269,1325,2026-01-03,phone,midwest,premium,2,49.99,99.98,completed
100270,1463,2026-03-26,phone,west,premium,3,19.99,59.97,refunded
100271,1348,2026-05-05,phone,northeast,premium,2,49.99,99.98,cancelled
100272,1770,2026-05-18,web,west,basic,1,49.99,49.99,completed
100273,1659,2026-03-24,web,south,premium,3,49.99,149.97,completed
100274,1763,2026-01-25,store,south,enterprise,1,79.99,79.99,completed
100275,1402,2026-03-09,web,south,enterprise,4,19.99,79.96,completed
100276,1345,2026-03-02,web,west,premium,2,49.99,99.98,completed
100277,1510,2026-01-29,web,midwest,enterprise,2,19.99,39.98,completed
100278,1146,2026-05-07,web,midwest,premium,3,79.99,239.97,completed
100279,1147,2026-01-19,store,northeast,basic,2,29.99,59.98,completed
100280,1710,2026-06-20,web,west,premium,1,19.99,19.99,cancelled
100281,1488,2026-03-15,phone,midwest,basic,1,19.99,19.99,cancelled
100282,1639,2026-03-02,web,west,basic,4,79.99,319.96,completed
100283,1550,2026-06-20,web,midwest,basic,1,49.99,49.99,completed
100284,1337,2026-06-02,web,south,premium,3,19.99,59.97,completed
100285,1640,2026-01-20,web,south,premium,1,29.99,29.99,completed
100286,1778,2026-02-17,web,northeast,premium,4,79.99,319.96,cancelled
100287,1472,2026-03-28,phone,south,basic,4,49.99,199.96,completed
100288,1150,2026-06-01,web,midwest,basic,2,19.99,39.98,completed
100289,1414,2026-05-19,web,northeast,basic,3,19.99,59.97,completed
100290,1297,2026-04-20,web,northeast,premium,1,79.99,79.99,completed
100291,1610,2026-01-28,web,south,basic,4,49.99,199.96,completed
100292,1262,2026-02-28,store,west,basic,1,49.99,49.99,completed
100293,1763,2026-05-13,web,south,basic,4,79.99,319.96,completed
100294,1143,2026-02-20,web,south,premium,2,19.99,39.98,completed
100295,1345,2026-05-29,web,northeast,enterprise,4,19.99,79.96,completed
100296,1623,2026-01-12,store,south,premium,2,49.99,99.98,completed
100297,1571,2026-02-19,web,midwest,basic,3,49.99,149.97,completed
100298,1001,2026-05-12,store,northeast,basic,1,29.99,29.99,completed
100299,1303,2026-04-23,web,south,basic,1,29.99,29.99,completed
100300,1253,2026-06-19,store,west,basic,2,29.99,59.98,completed
100301,1651,2026-06-15,store,midwest,basic,3,49.99,149.97,completed
100302,1452,2026-06-02,phone,west,basic,2,49.99,99.98,completed
100303,1036,2026-01-14,web,midwest,basic,4,49.99,199.96,cancelled
100304,1159,2026-02-01,web,west,basic,2,19.99,39.98,completed
100305,1008,2026-05-19,web,south,basic,3,79.99,239.97,completed
100306,1232,2026-05-26,web,midwest,premium,4,49.99,199.96,completed
100307,1098,2026-06-04,web,northeast,enterprise,1,19.99,19.99,completed
100308,1658,2026-02-24,web,northeast,enterprise,1,49.99,49.99,completed
100309,1207,2026-04-30,phone,west,basic,1,79.99,79.99,completed
100310,1130,2026-03-16,web,west,basic,3,49.99,149.97,refunded
100311,1403,2026-01-21,web,west,enterprise,3,19.99,59.97,completed
100312,1151,2026-06-21,web,midwest,basic,3,49.99,149.97,completed
100313,1053,2026-05-13,store,northeast,premium,3,49.99,149.97,completed
100314,1119,2026-03-28,web,south,premium,3,49.99,149.97,completed
100315,1672,2026-06-18,phone,midwest,enterprise,4,29.99,119.96,completed
100316,1627,2026-02-28,web,west,enterprise,2,49.99,99.98,completed
100317,1586,2026-03-30,web,northeast,premium,1,19.99,19.99,completed
100318,1624,2026-05-30,web,west,premium,3,19.99,59.97,completed
100319,1419,2026-03-24,web,south,basic,1,19.99,19.99,completed
100320,1421,2026-03-06,store,south,basic,3,49.99,149.97,completed
100321,1103,2026-03-05,phone,northeast,basic,1,79.99,79.99,completed
100322,1253,2026-03-12,web,midwest,basic,2,19.99,39.98,completed
100323,1226,2026-01-04,store,south,basic,1,29.99,29.99,completed
100324,1111,2026-05-23,web,south,basic,1,79.99,79.99,completed
100325,1509,2026-04-14,store,south,enterprise,3,19.99,59.97,completed
100326,1472,2026-05-30,store,south,basic,4,49.99,199.96,completed
100327,1098,2026-06-24,web,west,basic,4,29.99,119.96,completed
100328,1152,2026-04-03,web,west,basic,1,19.99,19.99,completed
100329,1337,2026-06-23,web,midwest,premium,4,29.99,119.96,completed
100330,1705,2026-05-22,phone,northeast,basic,2,79.99,159.98,completed
100331,1162,2026-06-27,web,northeast,enterprise,2,19.99,39.98,completed
100332,1719,2026-05-28,store,northeast,premium,4,49.99,199.96,completed
100333,1680,2026-06-27,phone,south,premium,4,29.99,119.96,completed
100334,1160,2026-04-22,web,west,basic,2,19.99,39.98,completed
100335,1579,2026-06-10,web,west,basic,4,79.99,319.96,completed
100336,1397,2026-04-29,phone,midwest,premium,4,79.99,319.96,completed
100337,1276,2026-02-28,web,northeast,basic,3,19.99,59.97,completed
100338,1503,2026-02-12,phone,west,basic,3,79.99,239.97,completed
100339,1391,2026-01-12,web,midwest,basic,4,29.99,119.96,completed
100340,1134,2026-02-09,web,northeast,enterprise,4,29.99,119.96,completed
100341,1194,2026-04-28,web,south,basic,3,29.99,89.97,completed
100342,1400,2026-01-20,phone,west,enterprise,3,29.99,89.97,cancelled
100343,1639,2026-06-15,web,west,basic,4,79.99,319.96,completed
100344,1032,2026-05-11,phone,northeast,premium,3,19.99,59.97,completed
100345,1687,2026-06-05,web,south,premium,2,79.99,159.98,completed
100346,1459,2026-03-31,phone,south,basic,1,79.99,79.99,cancelled
100347,1469,2026-04-04,phone,west,basic,2,19.99,39.98,completed
100348,1374,2026-01-13,web,northeast,basic,3,19.99,59.97,completed
100349,1021,2026-03-07,phone,midwest,basic,2,49.99,99.98,completed
100350,1749,2026-02-06,web,west,premium,1,29.99,29.99,completed
100351,1669,2026-06-26,web,south,basic,3,19.99,59.97,completed
100352,1037,2026-03-07,web,midwest,premium,2,79.99,159.98,refunded
100353,1229,2026-02-05,phone,northeast,basic,2,29.99,59.98,completed
100354,1364,2026-01-26,store,south,basic,1,29.99,29.99,completed
100355,1562,2026-03-16,phone,midwest,premium,3,79.99,239.97,completed
100356,1437,2026-04-18,web,west,premium,4,19.99,79.96,completed
100357,1775,2026-06-17,phone,south,basic,3,29.99,89.97,completed
100358,1282,2026-02-12,web,northeast,premium,1,29.99,29.99,completed
100359,1026,2026-05-30,store,south,basic,1,29.99,29.99,completed
100360,1225,2026-05-28,web,west,enterprise,1,29.99,29.99,completed
100361,1276,2026-01-08,store,northeast,basic,1,29.99,29.99,completed
100362,1797,2026-01-29,phone,west,basic,4,79.99,319.96,completed
100363,1608,2026-02-09,phone,midwest,premium,3,19.99,59.97,completed
100364,1283,2026-06-07,phone,south,basic,3,19.99,59.97,completed
100365,1480,2026-05-08,web,west,basic,2,29.99,59.98,completed
100366,1452,2026-03-25,phone,midwest,basic,4,29.99,119.96,completed
100367,1658,2026-04-26,web,northeast,enterprise,4,29.99,119.96,refunded
100368,1515,2026-05-24,phone,northeast,enterprise,2,79.99,159.98,completed
100369,1546,2026-06-23,phone,midwest,premium,2,79.99,159.98,completed
100370,1191,2026-03-03,store,midwest,basic,3,49.99,149.97,completed
100371,1048,2026-01-07,web,northeast,premium,3,29.99,89.97,completed
100372,1511,2026-02-14,web,west,basic,3,49.99,149.97,refunded
100373,1016,2026-06-25,web,midwest,basic,4,49.99,199.96,completed
100374,1171,2026-06-04,phone,west,enterprise,4,49.99,199.96,completed
100375,1219,2026-06-30,web,northeast,basic,2,19.99,39.98,completed
100376,1157,2026-03-29,web,west,basic,1,49.99,49.99,completed
100377,1476,2026-03-14,store,west,enterprise,1,29.99,29.99,completed
100378,1045,2026-06-12,phone,midwest,premium,1,79.99,79.99,completed
100379,1372,2026-06-28,web,west,basic,1,29.99,29.99,completed
100380,1517,2026-02-06,web,west,basic,1,79.99,79.99,completed
100381,1098,2026-04-29,phone,west,premium,3,19.99,59.97,completed
100382,1744,2026-02-26,web,northeast,basic,2,19.99,39.98,completed
100383,1036,2026-01-08,phone,northeast,basic,1,29.99,29.99,completed
100384,1279,2026-04-05,web,south,basic,1,19.99,19.99,completed
100385,1348,2026-04-27,store,northeast,enterprise,1,79.99,79.99,completed
100386,1496,2026-04-20,web,northeast,basic,3,19.99,59.97,completed
100387,1301,2026-01-20,web,south,basic,1,49.99,49.99,completed
100388,1180,2026-05-04,phone,south,basic,2,49.99,99.98,completed
100389,1606,2026-02-22,phone,midwest,basic,3,19.99,59.97,completed
100390,1098,2026-04-29,web,midwest,basic,3,29.99,89.97,completed
100391,1699,2026-01-12,phone,northeast,enterprise,4,49.99,199.96,completed
100392,1115,2026-06-26,web,west,enterprise,4,79.99,319.96,completed
100393,1190,2026-01-17,store,midwest,basic,3,29.99,89.97,completed
100394,1252,2026-03-05,store,midwest,enterprise,1,19.99,19.99,cancelled
100395,1160,2026-02-11,web,northeast,basic,1,29.99,29.99,completed
100396,1255,2026-04-04,store,west,premium,1,29.99,29.99,completed
100397,1322,2026-06-06,web,south,basic,1,29.99,29.99,completed
100398,1127,2026-05-27,web,south,enterprise,4,29.99,119.96,completed
100399,1017,2026-01-11,store,northeast,basic,2,19.99,39.98,completed
100400,1792,2026-04-08,phone,northeast,premium,3,19.99,59.97,cancelled
100401,1734,2026-06-27,web,west,premium,1,49.99,49.99,completed
